P00016,-6.166924,106.818953,4.8623,1.02575,0,0.73816,0.82782,0.59677,0.80419,0.88019,1.51588,1.65592,1.3541,1.0828,1.12326,1.29932,0.6115,1.07605,2.22399
P00017,-6.166971,106.819281,5.65403,1.19277,0,0.88823,0.71511,0.60172,0.16647,0.7128,0.84253,1.27408,1.61112,0.36077,0.33908,1.20351,0.84066,0.99609,2.79463
P00018,-6.16692,106.819067,1.50163,0.31678,0,0.78092,0.97315,0.80756,0.73473,1.02884,1.62373,1.12948,1.48979,1.06393,0.61351,1.03674,0.62583,0.81807,1.06135
P00019,-6.146716,106.824066,3.75603,0.79237,0,2.47385,1.0079,1.40545,2.00994,0.64779,1.92831,1.90875,0.56387,1.06402,0.6328,2.23026,1.63643,1.52081,2.86918
P00020,-6.166939,106.819248,2.4914,0.52558,0,1.44168,0.90969,1.00313,0.83709,1.3577,1.51189,1.65526,1.79261,0.66425,0.73489,1.48282,0.77682,0.91705,1.99692
P00021,-6.144542,106.808822,-8.85689,-1.86844,0,-0.38581,-0.03693,-0.75684,-1.73632,-2.05568,-1.23174,-2.72837,-2.0356,-1.33449,-1.85824,-2.00688,-1.90063,-1.73123,-2.21229
P00022,-6.14456,106.808827,-8.8863,-1.87464,0,-0.26504,-0.02817,-0.76466,-1.93096,-2.02996,-1.22551,-2.60777,-1.96695,-1.26436,-1.78615,-1.96703,-2.00578,-1.97296,-1.99971
P00023,-6.166833,106.819027,-0.41752,-0.08808,0,-0.28173,0.36304,-0.16173,0.14181,0.37384,3.10685,0.79272,0.75299,1.33712,-0.75549,1.07018,0.21996,0.50219,-1.05493
P00024,-6.166936,106.818987,3.15627,0.66584,0,0.81632,1.1462,0.8503,0.94562,1.04085,1.87002,1.64518,1.62955,1.33944,1.29921,1.43739,0.62371,1.11806,1.48859
P00025,-6.147959,106.807684,-8.44745,-1.78206,0,-0.6658,-0.68906,-1.1234,-1.93808,-1.65612,-1.68255,-2.07049,-2.70969,-2.61798,-1.8555,-1.91948,-2.03133,-1.75989,-2.36326
P00026,-6.144505,106.808816,-12.49487,-2.6359,0,-0.26004,-0.07502,-0.64501,-1.46857,-1.90117,-1.6343,-2.7449,-2.25952,-1.64626,-2.0337,-2.45982,-2.47808,-2.31689,-2.7808
P00027,-6.166934,106.819273,2.86334,0.60405,0,0.78607,0.44778,0.27103,1.42922,0.22318,1.01634,1.1269,1.18016,-0.34884,0.32741,0.91851,0.66088,0.83676,1.72988
P00028,-6.166935,106.819268,2.55333,0.53865,0,1.4183,0.87346,1.06507,0.75762,1.22799,1.55104,1.58631,1.80547,0.68236,0.66652,1.45594,0.74059,0.91705,2.02088
P00029,-6.166847,106.81905,-0.6367,-0.13432,0,0.42659,0.57383,0.80751,0.41458,0.29701,1.51256,0.90369,0.79342,0.58296,0.14101,0.62176,-0.00603,0.21368,0.4662
P00030,-6.144556,106.808845,-11.07154,-2.33564,0,-0.27026,-0.03076,-0.77979,-1.51284,-1.89953,-1.45416,-2.7309,-2.26552,-1.7221,-1.85879,-2.15874,-2.15066,-2.13777,-2.59091
P00031,-6.167004,106.819116,2.5661,0.54134,0,1.49007,0.81649,1.16386,1.07278,1.13924,1.30828,1.12308,1.54672,1.27789,0.94223,1.42616,0.7961,1.26238,1.62748
P00032,-6.166988,106.819476,1.77534,0.37452,0,1.04219,0.8081,1.31404,1.39323,1.40479,1.93409,1.16208,1.49288,0.8007,0.76561,1.60991,1.44282,1.29967,0.75578
P00033,-6.144488,106.808809,-11.73758,-2.47615,0,-0.49852,-0.09969,-0.89531,-1.72337,-1.91431,-1.76519,-2.7865,-2.29424,-1.64404,-2.03101,-2.50587,-2.55663,-2.28524,-2.76452
P00034,-6.16687,106.818937,3.39556,0.71632,0,0.95869,1.20879,0.97303,1.00212,1.07891,1.76491,1.9496,1.64059,0.97766,1.09831,1.52998,0.53586,1.22305,2.00231
P00035,-6.144563,106.808811,-8.43605,-1.77966,0,-0.3175,0.01557,-0.80537,-1.61531,-2.00466,-1.20101,-2.52646,-2.07591,-1.38227,-1.85825,-1.65324,-1.89118,-1.93573,-1.83559
P00036,-6.166987,106.819109,2.61799,0.55229,0,0.72254,0.84951,0.90503,1.28364,1.26537,1.59245,1.15793,1.7296,1.09294,0.80089,1.37959,0.86076,1.31828,1.04088
P00037,-6.167,106.819046,2.12768,0.44885,0,0.79391,0.72544,0.55386,1.19523,1.06572,1.65375,1.40357,1.53012,1.3322,0.97984,1.16659,0.47358,0.96149,1.01717
P00038,-6.16696,106.819239,1.43371,0.30245,0,1.23897,0.81568,0.80713,0.86585,1.01268,1.30059,1.14387,1.57076,0.70409,0.45842,1.14114,0.60368,0.43833,1.73713
P00039,-6.14454,106.808832,-11.07006,-2.33533,0,-0.35046,0.02335,-0.65273,-1.31521,-1.85891,-1.45698,-2.73987,-2.2602,-1.64359,-1.7522,-2.14769,-2.18825,-2.00126,-2.61604
P00040,-6.166887,106.81904,0.43935,0.09268,0,0.30858,0.66483,0.57535,0.35674,0.39315,1.66356,0.82847,0.98875,0.74043,0.0599,0.74628,0.12887,0.4596,0.54916
P00041,-6.167089,106.819072,0.76786,0.16199,0,1.01069,0.76815,1.42641,2.306,1.84804,1.45028,1.35566,1.58614,1.25299,0.87921,1.97784,0.79397,1.08087,0.88096
P00042,-6.144539,106.808838,-10.47791,-2.21041,0,-0.30737,0.0132,-0.79106,-1.70892,-1.94973,-1.61391,-2.7295,-2.16649,-1.65326,-1.81458,-2.16899,-2.25313,-2.17165,-2.30721
P00043,-6.144487,106.808814,-12.11777,-2.55635,0,-0.34152,-0.12367,-0.74232,-1.64149,-1.87539,-1.78202,-2.7959,-2.2818,-1.72129,-1.91647,-2.4487,-2.54491,-2.29755,-2.80074
P00044,-6.144534,106.80886,-15.27969,-3.22339,0,-0.07579,-0.56544,-0.42619,1.81793,-2.898,-1.28975,-2.65105,-6.42275,-1.99623,-1.5102,-2.47248,-1.92314,-1.70861,-3.78362
P00045,-6.167004,106.819026,1.69952,0.35853,0,0.78333,0.84362,0.66457,1.13346,1.11921,1.84102,1.3603,1.60325,1.42816,0.99298,1.24759,0.4347,0.96643,0.85058
P00046,-6.166975,106.819257,1.7166,0.36213,0,1.45399,0.94949,0.99703,1.08847,1.23997,1.55535,1.3624,1.76066,0.73506,0.69156,1.3918,0.73223,0.67088,1.92645
P00047,-6.146826,106.824083,5.126,1.08138,0,-0.49384,-0.79472,-1.26759,-1.02392,-0.57131,-1.04551,-1.31176,-0.49887,-0.11762,-0.61406,-0.50336,0.77525,0.89438,-0.04961
P00048,-6.144558,106.808835,-8.69241,-1.83374,0,-0.25518,0.02025,-0.76106,-1.89356,-1.959,-1.2195,-2.52562,-1.96764,-1.34632,-1.55715,-1.76673,-1.95958,-2.00413,-1.99727
P00049,-6.166902,106.819247,-1.13144,-0.23869,0,1.6284,1.18862,1.15317,0.91559,1.21065,1.21494,0.99046,1.50687,0.70446,0.28413,1.23349,0.39444,0.48442,1.22438
P00050,-6.146854,106.824039,6.22847,1.31395,0,-1.33328,-2.29049,-1.55974,-0.92465,-0.98763,-1.11391,-0.82612,-1.29556,-0.77914,-1.51887,-1.09089,0.24561,0.13524,0.62104
P00051,-6.167088,106.819078,0.84323,0.17789,0,1.02471,0.76173,1.43634,2.39482,1.85155,1.46372,1.35741,1.60192,1.2898,0.89615,1.9977,0.8115,1.13287,0.89206
P00052,-6.144582,106.808814,-8.28405,-1.74759,0,-0.26005,0.08672,-0.75677,-1.29851,-1.98329,-1.14212,-2.46051,-2.06175,-1.2434,-1.7991,-1.6706,-1.76914,-1.71287,-1.80219
P00053,-6.166956,106.819258,1.76903,0.37319,0,1.47386,0.85191,1.07124,0.85767,1.2499,1.40109,1.42433,1.82201,0.63923,0.69623,1.2878,0.88531,0.49325,1.94865
P00054,-6.147151,106.814234,0.70562,0.14886,0,-0.59353,-0.75752,-0.27323,-0.69452,-1.14035,-0.6091,-1.31804,-1.07196,-0.54402,-0.86772,-0.64083,-0.26433,-0.05243,-0.22352
P00055,-6.144511,106.808879,-11.8827,-2.50676,0,-0.05418,0.09104,-0.60608,-0.66745,-1.55975,-1.05785,-2.56599,-1.91972,-1.68776,-1.62065,-1.68525,-2.04576,-1.731,-3.03982
P00056,-6.167071,106.819068,2.47678,0.5225,0,1.00165,0.80395,0.94475,1.56221,1.43675,1.56614,1.16042,1.23439,0.82794,0.51487,1.68011,0.78257,1.22081,1.59709
P00057,-6.159444,106.831719,3.48476,0.73514,0,0.79365,2.15412,2.00319,1.73059,2.0935,2.81277,1.44465,2.02029,2.70435,1.50106,2.37416,2.61871,2.64377,0.06739
P00058,-6.166916,106.819268,1.1703,0.24689,0,2.10678,1.70045,1.77154,0.94588,1.77252,1.58997,1.5439,2.23033,0.89259,1.04773,1.9112,1.17721,1.04458,2.06075
P00059,-6.14453,106.808883,-12.35312,-2.606,0,0.0285,0.41591,-0.3621,-0.51261,-1.28196,-0.65886,-2.50459,-1.49151,-1.51552,-1.31904,-1.3458,-1.75712,-1.47695,-3.53192
P00060,-6.167107,106.819077,4.28572,0.90411,0,0.99156,0.6351,-0.40836,1.22838,1.08286,2.24976,1.5171,1.42688,1.02914,0.67978,1.38442,0.43133,0.80588,2.206
P00061,-6.163588,106.819878,-16.80063,-3.54424,0,-0.6275,-1.3457,-0.45223,1.95585,-0.43614,-0.80951,-0.31874,-1.90995,-1.92099,-1.95619,-2.46355,-2.79466,-2.41723,-4.13953
P00062,-6.144555,106.80885,-12.04306,-2.54059,0,-0.23685,-0.0249,-0.73407,-1.60135,-2.00094,-1.4606,-2.73383,-2.42319,-1.89619,-2.03464,-2.39788,-2.255,-2.27551,-2.70931
P00063,-6.144483,106.808835,-15.42983,-3.25506,0,-0.46159,0.15042,-0.37965,-0.80048,-1.52986,-1.0946,-2.79605,-1.78526,-1.28119,-1.50645,-2.1104,-2.49819,-2.16232,-4.64199
P00064,-6.147992,106.807709,-9.70161,-2.04664,0,-0.08134,-0.71579,-1.00141,-1.55694,-1.35297,-1.33593,-2.29605,-1.38562,-2.07195,-1.59332,-1.24029,-1.96628,-2.24651,-2.74802
P00065,-6.144604,106.808888,-7.49292,-1.5807,0,0.99184,0.8949,0.03741,-1.1271,-1.18042,-0.28605,-1.38713,-1.32521,-0.28013,-0.40732,-0.81956,-1.12888,-1.36099,-0.98971
P00066,-6.144529,106.808792,-11.54994,-2.43656,0,-0.39563,0.00262,-0.68484,-1.18113,-1.72954,-1.68305,-2.75033,-2.17381,-1.58379,-1.9821,-2.07178,-2.41458,-2.3208,-2.45121
P00067,-6.166958,106.819249,1.69312,0.35718,0,1.50541,0.89047,0.9573,1.18663,1.23763,1.47004,1.38577,1.71099,0.6702,0.59573,1.32402,0.748,0.73456,1.96209
P00068,-6.166896,106.819273,-1.23883,-0.26134,0,2.14369,1.51673,1.7876,1.03038,1.52288,1.59696,1.38756,2.12622,1.0343,0.89466,1.62099,0.72427,0.38187,1.57924
P00069,-6.166754,106.819414,-4.00232,-0.84433,0,2.25463,3.04388,2.30576,1.50493,1.80015,2.49265,1.94031,2.15678,1.71282,1.18962,1.35832,1.15505,1.30813,0.53899
P00070,-6.16702,106.819037,1.60518,0.33863,0,0.85287,0.77876,0.67685,1.32921,1.06838,1.81941,1.4018,1.58983,1.36858,0.9813,1.31012,0.45398,0.93254,0.88214
P00071,-6.166985,106.819487,-0.25896,-0.05463,0,1.07315,0.79466,1.36896,1.02163,1.27333,1.77633,0.8086,1.32345,0.60497,0.38233,1.09926,1.25936,1.0759,0.22176
P00072,-6.166993,106.818983,3.26853,0.68953,0,0.93392,0.77334,0.71822,0.5142,0.92349,1.53715,1.66959,1.47325,0.63556,1.00392,1.26222,0.52784,0.6938,1.92493
P00073,-6.166957,106.81944,4.27459,0.90176,0,1.53833,0.8087,0.75593,-0.82147,0.07207,1.43929,0.67757,0.63959,-0.16618,-0.20192,0.29905,1.0596,0.87848,3.11767
P00074,-6.149823,106.808394,-18.5673,-3.91694,0,-0.3373,-0.56136,-0.3684,-2.07416,-1.82692,-1.37361,-2.69781,-2.29252,-2.57835,-2.29661,-2.69525,-3.30403,-3.62816,-4.64445
P00075,-6.146833,106.824048,4.85961,1.02518,0,-0.64338,-1.63516,-1.19092,-0.85928,-0.94569,-1.45899,-1.53966,-1.17456,-0.22707,-0.6025,-0.90047,0.44864,0.38557,0.02994
P00076,-6.144505,106.808819,-12.8809,-2.71734,0,-0.30576,-0.06974,-0.54243,-1.4967,-1.90469,-1.66537,-2.766,-2.39316,-1.87838,-2.10228,-2.46217,-2.50621,-2.31747,-2.86872
P00077,-6.166757,106.819402,-4.15277,-0.87606,0,2.30021,3.03336,2.33965,1.55167,1.99297,2.31269,1.95784,2.09134,1.41892,1.17502,1.44772,1.13752,1.37357,0.56061
P00078,-6.149779,106.808516,-16.08707,-3.39371,0,-0.35654,-0.56052,-1.05003,-1.23628,-1.76963,-1.69606,-1.99425,-2.08048,-2.47085,-3.17859,-2.94163,-3.11133,-3.4038,-3.1216
P00079,-6.167001,106.81904,2.45719,0.51837,0,0.5187,0.82594,0.62983,0.73362,1.22115,1.87287,1.47311,1.61426,1.4216,1.08969,1.40266,0.75055,0.53376,0.91666
P00080,-6.14416,106.816998,3.90261,0.82329,0,-0.61425,-0.57088,-1.14008,-0.40054,-0.54821,-0.44175,-1.53048,-0.99268,0.01265,-0.18205,0.24661,0.87609,0.65437,-0.74983
P00081,-6.167049,106.818988,2.39619,0.5055,0,0.9548,1.18946,0.64812,1.10609,1.34758,1.70559,1.56515,1.53145,1.4101,0.86004,1.211,0.49875,1.14152,1.58771
P00082,-6.166917,106.819452,-5.28496,-1.11491,0,0.8607,1.56286,2.0875,2.00009,1.88505,2.60977,0.82662,1.95455,1.49816,0.99953,1.73551,1.28263,1.16928,-2.35615
P00083,-6.15995,106.826181,3.63906,0.76769,0,0.15914,1.37145,0.55638,0.97264,1.0631,1.27855,0.88914,1.20868,1.23352,1.04464,1.26326,1.00131,1.21076,1.073
P00084,-6.166919,106.819441,-5.39798,-1.13875,0,0.79117,1.57513,2.07406,1.82539,1.84006,2.52154,0.73489,1.95396,1.48706,0.97791,1.70103,1.22362,1.06704,-2.42159
P00085,-6.153973,106.819996,-8.98394,-1.89524,0,0.4979,0.54411,0.28069,0.88109,-0.38473,-0.13153,-0.18488,-0.323,-0.19514,-1.21447,-1.11711,-0.97837,-0.74753,-1.58279
P00086,-6.16699,106.819092,2.28114,0.48123,0,0.78038,0.8162,0.93542,1.54425,1.30802,1.64153,1.31687,1.63436,0.87265,0.89205,1.54086,0.87829,1.41586,0.86559
P00087,-6.167104,106.819001,1.88187,0.397,0,0.99442,0.97733,0.89496,1.53102,1.5345,1.44261,1.71204,1.75566,1.06161,1.11821,1.22705,0.51115,0.97511,1.57501
P00088,-6.167092,106.819058,2.16356,0.45642,0,1.07932,0.76244,0.61385,1.6044,1.48839,1.74739,1.27252,1.14276,1.01311,0.6411,1.67229,0.51128,1.0395,1.5739
P00089,-6.166896,106.818999,1.57692,0.33267,0,0.71769,1.17536,1.19079,1.29045,0.98072,2.26138,1.36071,1.91968,1.47829,1.09708,1.7924,0.98225,1.33987,0.22321
P00090,-6.167072,106.819064,2.49152,0.52561,0,1.02704,0.89995,0.86108,1.51833,1.48591,1.84678,1.35225,1.3353,1.19678,0.75718,1.62911,0.77436,1.15709,1.54765
P00091,-6.144531,106.808781,-9.05791,-1.91085,0,-0.59997,0.07771,-0.82024,-1.1604,-1.87495,-1.64342,-2.71933,-2.20599,-1.22393,-2.07881,-1.75708,-1.85083,-1.79456,-2.26219
P00092,-6.167091,106.819065,0.58991,0.12445,0,0.82079,0.63727,1.16522,1.78946,1.95848,1.29544,1.24931,1.2858,1.01867,0.66009,1.59511,0.67886,0.87227,0.84006
P00093,-6.146833,106.824051,4.65904,0.98287,0,-0.526,-1.41793,-1.06478,-1.19214,-0.84116,-1.19563,-1.30841,-0.87382,-0.07933,-0.76543,-0.95186,0.55317,0.49302,0.01827
P00094,-6.167025,106.819292,4.99122,1.05294,0,1.23854,0.94266,0.8672,1.22232,0.88453,1.35516,1.72529,1.67356,0.71066,0.71185,1.34173,1.44115,1.20217,2.62265
P00095,-6.166983,106.819037,3.16803,0.66832,0,0.88119,0.89138,0.56431,1.13057,1.10567,1.68064,1.44633,1.48787,1.16103,1.03525,1.18961,0.53418,1.23422,1.56539
P00096,-6.144455,106.808787,-12.91396,-2.72431,0,-0.55228,-0.34517,-1.05408,-1.49869,-2.11727,-1.89001,-2.93097,-2.65919,-1.88814,-2.27643,-2.48855,-2.97742,-2.58411,-2.98913
P00097,-6.149822,106.808401,-17.99003,-3.79516,0,-0.36922,-0.36838,-0.85544,-2.15074,-2.05566,-1.73823,-2.65195,-2.22201,-2.79511,-2.6381,-2.81666,-3.08108,-3.58397,-4.56063
P00098,-6.144583,106.808805,-10.96473,-2.31311,0,-0.25944,0.02923,-0.53624,-0.89439,-1.81867,-0.899,-2.45423,-2.08042,-1.73292,-1.83263,-1.83067,-2.05984,-2.01588,-2.36921
P00099,-6.146824,106.824091,0.97389,0.20545,0,0.16668,0.69089,-0.61554,-0.42035,-1.05162,-1.03348,-1.10381,-0.45897,0.54426,0.92703,-0.43398,0.78372,0.36794,-0.90706
P00100,-6.167019,106.819045,2.44151,0.51506,0,0.6833,0.86438,0.50637,1.05276,1.38429,1.60552,1.29985,1.55768,1.30276,0.95128,1.23031,0.45819,1.13483,1.05564
P00101,-6.167004,106.81949,-0.00732,-0.00154,0,0.86025,0.80712,1.31773,1.26951,1.38502,1.65509,0.84715,1.21401,0.95483,0.50815,1.23286,1.36449,1.12728,-0.03352
P00102,-6.1446,106.808817,-8.2842,-1.74763,0,-0.24008,0.2723,-0.6291,-1.10856,-1.89704,-1.18328,-2.30332,-1.93648,-1.01664,-1.75208,-1.66958,-1.6933,-1.64172,-1.69624
P00103,-6.147079,106.814125,0.53448,0.11275,0,-0.47298,-0.21822,0.35386,-0.28088,-0.26983,-0.55607,-0.97001,-0.202,0.20024,-0.61151,-0.39428,0.02023,0.31115,-0.12555
P00104,-6.167034,106.818969,2.93134,0.61839,0,0.96175,0.98948,0.53127,0.69099,1.0512,1.53409,1.41725,1.68942,1.23544,1.025,1.24156,0.23719,0.83847,1.79423
P00105,-6.166968,106.819477,-2.437,-0.51411,0,0.80873,1.02362,1.54744,1.20969,1.24829,1.80874,0.70991,1.44838,0.92243,0.52998,1.2873,1.1318,0.92789,-1.0218
P00106,-6.159446,106.831708,1.25873,0.26554,0,0.51761,2.14164,1.93877,1.78519,2.17569,3.13362,1.14657,1.90345,2.59196,1.40528,2.33319,2.45256,2.40478,-1.02799
P00107,-6.163571,106.819872,-14.84777,-3.13227,0,1.46442,0.53394,2.43846,3.90071,0.90101,0.15582,1.06132,0.3001,-1.07759,-1.11746,-0.98739,-0.46184,-0.15452,-2.15162
P00108,-6.166954,106.818991,2.52053,0.53173,0,0.94576,1.03061,0.92883,1.07854,0.98262,1.76366,1.74081,1.61187,0.87724,1.16617,1.56999,0.46826,1.0859,1.46308
P00109,-6.166863,106.819436,-4.92354,-1.03866,0,1.08108,1.41829,2.22186,1.98272,1.71644,2.63095,0.98772,1.80927,1.4834,0.97828,1.56544,1.36422,1.29177,-2.05572
P00110,-6.148692,106.822001,-2.8491,-0.60104,0,0.52148,-0.71509,-0.66452,-1.22935,-0.59907,-0.42986,-0.85967,-0.66328,-0.67456,-1.28774,-0.16362,-0.98677,-0.77996,-0.57552
P00111,-6.14707,106.814355,0.77387,0.16325,0,-0.76368,-0.66948,-0.50611,-1.33218,-1.25011,-0.70654,-0.97063,-1.29699,-0.44174,-0.86055,-0.41163,-0.66526,-0.73667,0.03241
P00112,-6.167071,106.818977,1.39383,0.29404,0,0.97459,1.0498,0.59755,0.65307,1.03465,1.36663,1.46837,1.75878,1.00836,0.88421,1.24363,-0.04386,0.36108,1.63739
P00113,-6.155842,106.807138,0.45758,0.09653,0,-0.55994,-0.05403,0.28432,-1.18793,-0.27436,0.36459,-0.93373,-0.65615,-0.68702,-0.67771,-0.32147,-0.10622,-0.18008,0.35905
P00114,-6.167046,106.819002,3.06506,0.6466,0,0.98412,1.09762,0.73282,1.14604,1.30004,1.70777,1.46332,1.77716,1.37516,1.02068,1.42211,0.5589,1.26653,1.63541
P00115,-6.167061,106.819026,2.6265,0.55408,0,0.71203,0.905,0.7049,0.90656,0.95491,1.60301,1.34882,1.7647,1.40933,0.84001,1.46615,0.34931,0.97571,1.21562
P00116,-6.14417,106.817043,0.77555,0.16361,0,0.95644,0.28557,-0.493,1.3928,0.55875,-0.55214,-0.37888,-0.21656,1.41441,0.49121,0.59017,1.07821,0.64414,-0.32626
P00117,-6.167107,106.819076,4.37893,0.92377,0,0.94364,0.64094,-0.41888,1.32713,1.10331,2.28015,1.49782,1.39825,1.01687,0.63537,1.42474,0.41263,0.94728,2.16978
P00118,-6.166989,106.819283,1.6574,0.34964,0,1.2474,1.0375,1.23525,0.90604,1.45983,1.97479,1.84185,1.91802,0.84671,0.87123,1.76316,1.18417,0.63084,1.33993
P00119,-6.164635,106.82292,5.7806,1.21947,0,-0.08342,0.39462,-0.20389,0.39751,0.25938,0.61926,0.45542,0.42104,0.76473,1.02368,0.82118,1.099,1.08557,0.98688
P00120,-6.166991,106.819276,1.06073,0.22377,0,1.40012,1.5194,1.41549,1.26268,1.28866,1.77369,1.36831,2.362,1.0436,1.16358,2.13015,0.98992,0.82164,1.14508
P00121,-6.16695,106.819473,0.29893,0.06306,0,0.89687,0.91027,1.06838,0.10712,0.9562,1.69923,0.52301,1.39568,0.35752,0.39107,0.99294,1.14237,0.99864,0.07947
P00122,-6.167051,106.818981,2.33746,0.49311,0,0.97233,1.11116,0.75973,0.71342,1.34758,1.64131,1.63411,1.72428,1.3616,0.96172,1.21216,0.60977,0.63373,1.6888
P00123,-6.167072,106.81897,2.81977,0.59486,0,0.91946,1.12879,0.70679,0.89323,1.11916,1.61682,1.43734,1.61643,1.35536,1.12267,1.66395,0.16447,1.01935,1.61429
P00124,-6.144189,106.817043,2.68935,0.56734,0,-0.20009,-0.07368,-0.97044,0.00806,-0.18952,-1.43152,-1.01709,-0.19124,0.76437,0.3723,0.91677,0.33859,-0.1142,-0.42114
P00125,-6.167073,106.818964,2.96725,0.62597,0,0.93933,1.11652,0.6764,1.09833,1.05897,1.61682,1.43909,1.62402,1.44477,1.11156,1.72005,0.25036,1.04681,1.62306
P00126,-6.166825,106.818974,-5.58507,-1.17822,0,0.40786,1.62778,1.01903,1.39491,1.6958,3.32838,1.73216,2.34034,2.05557,0.92534,1.36031,0.02655,0.29476,-2.04458
P00127,-6.166956,106.818983,2.59295,0.54701,0,0.93816,1.0347,0.90487,1.12646,0.93062,1.75782,1.72094,1.61071,0.95204,1.17026,1.54837,0.46709,1.1157,1.45782
P00128,-6.146812,106.824058,4.73319,0.99851,0,0.07908,-0.63783,-0.77098,-0.94719,-0.2021,-0.67913,-0.59646,-0.33077,0.09021,-0.2588,-0.20383,0.78243,0.56871,0.67308
P00129,-6.167008,106.819282,3.6864,0.77768,0,1.08118,0.9102,0.79912,0.75053,0.71499,1.26884,1.61572,1.44523,0.37745,0.48001,1.34532,1.16625,0.55566,2.34941
P00130,-6.16692,106.819253,1.17833,0.24858,0,2.10795,1.69577,1.72889,0.90205,1.69481,1.57361,1.48371,2.21747,0.82598,1.01618,2.01286,1.11762,1.02413,2.03212
P00131,-6.14718,106.814372,1.61285,0.34025,0,-0.25189,-0.72028,-1.01621,-0.7932,-1.03519,-0.78355,-1.29611,-1.05793,0.27193,-0.6115,-0.37777,-0.43833,-0.5513,0.23867
P00132,-6.167014,106.819534,1.13349,0.23912,0,1.31527,0.49225,0.81507,0.65448,1.04423,1.05371,0.30705,0.93894,-0.15927,-0.07828,0.68151,1.30457,0.83132,1.26713
P00133,-6.166971,106.819465,0.44461,0.09379,0,0.88285,1.15508,1.2647,0.2713,1.27404,1.77694,0.58845,1.46288,0.48957,0.65866,1.16588,1.3007,1.01967,0.22086
P00134,-6.167,106.819322,5.52992,1.16659,0,1.57656,1.00265,1.10205,1.06324,1.05986,1.46982,1.644,1.72111,0.44046,0.9669,1.72179,1.48876,1.25213,3.08202
P00135,-6.144633,106.808841,-8.84813,-1.86659,0,0.08294,-0.20622,-0.59539,-0.81566,-1.58259,-0.8218,-2.09578,-1.9859,-1.08952,-1.3744,-1.66442,-1.77409,-1.91242,-1.65946
P00136,-6.167048,106.818993,3.00594,0.63413,0,0.87334,1.07388,0.78102,1.31587,0.93309,1.70197,1.50784,1.72396,1.35432,1.1963,1.5916,0.55068,1.02457,1.52463
